-0.08950928	0.007776972	0.08551787	0.028009461	-0.063688405	0.06255789	0.056744464	-0.093503356	0.12309231	-0.026726194	-0.110536374	-0.04061485	-0.041797455	0.043341916	0.067972146	0.053088877
0.014514573	-0.07849916	0.050007697	0.097565174	-0.006515736	-0.027728485	-0.0070539215	-0.056650747	0.058827832	-0.07326905	-0.012881706	-0.040616594	-0.025763825	0.023214037	-0.024870789	-0.02189865
0.04313997	-0.113352895	-0.06519246	0.08377182	0.09254204	-0.019110035	-0.077086024	-0.0048266654	-0.01784562	-0.08458552	0.047848523	0.029631248	0.047462244	-0.0045827157	-0.046759788	-0.05231309
-0.032408107	-0.08572733	0.038941372	0.14039662	0.0016732372	0.012462679	-0.020248108	-0.069936715	0.089310415	-0.04983824	0.0046739313	-0.052410483	0.02096078	0.024061201	-0.0022252456	-0.0014420341
-0.10670291	0.059247833	0.10847611	0.0067187725	-0.12564383	0.038577694	0.03712916	-0.13157216	0.1008484	0.039535515	-0.07675987	-0.11920651	-0.026949681	0.12139551	0.13282062	0.04069863
0.0893435	-0.16638292	-0.08045454	0.17529128	0.08763868	-0.08137421	-0.09333745	0.047041453	-0.0079132	-0.15588388	0.03760569	0.07672724	0.054150358	-0.015057657	-0.06058085	-0.07373177
0.0034556629	-0.15007567	0.0677932	0.07215245	0.042172454	0.07092599	-0.032717895	0.007863701	0.05965736	-0.058623735	0.011608099	0.02993805	0.02576816	-0.027228203	0.010193536	-0.079059675
-0.09038084	-0.08132481	0.09076127	0.123786025	-0.0147879915	0.025432294	0.0034243166	-0.09731172	0.049893804	-0.0020299975	0.0080639385	-0.014590519	-0.013434377	0.076601826	0.020897195	0.05257388
-0.042428855	0.0060015013	0.13091473	0.103757866	-0.07593151	0.08237384	0.04231261	-0.13738811	0.07516638	-0.032664385	-0.05575316	-0.039711427	-0.07569924	0.12830946	0.06987092	0.060545217
0.0318958	-0.13921031	0.0027879598	0.18201716	0.10296147	0.020715963	-0.02848816	0.0012244924	-0.011364446	-0.09075783	0.030164244	0.07048513	0.024428435	-0.06683688	-0.03652646	-0.102460966
-0.024052197	-0.10451274	0.08089631	0.10934495	0.004865094	-0.01094746	-0.016218796	-0.07400083	0.040986154	-0.07729771	-0.014693567	-0.076809265	-0.04798766	0.013636581	0.012210033	0.0032303056
-0.033273507	-0.042983368	0.05042056	0.022024157	-0.021010166	0.18873255	0.06372469	-0.07203623	0.15631029	0.039930053	-0.08577384	-0.0904146	-0.089856304	0.07907093	0.02008665	0.03026572
0.06527408	-0.06148515	0.015912812	0.019702636	0.057722278	0.01514201	-0.028297637	0.0036195328	-0.00067594554	-0.06717429	0.06589626	0.056348134	0.013276146	-0.038378365	-0.073821686	-0.036374837
0.011714994	-0.11888652	0.09268042	0.088091314	0.02563247	0.21090962	-0.056271292	-0.08953793	0.09786102	-0.026191179	0.014001545	-0.042888306	0.02290445	0.0067717466	-0.04704815	0.0042967093
-0.12134876	-0.007262865	0.13368617	0.0034540053	-0.036190122	0.22529358	0.09639341	-0.10736771	0.14995794	0.1377671	-0.11529092	-0.13191588	-0.063989155	0.11831954	0.0984916	0.06013805
0.058567833	-0.10127779	-0.026328355	0.17022377	0.08418387	0.05666693	-0.04969392	-0.026909944	0.009079516	-0.06570883	0.053795192	-0.010348602	0.03555141	-0.0048341095	-0.05608545	-0.10610803
0.045145802	-0.16232948	0.057352345	0.14306203	0.072529964	0.07843232	-0.081177205	-0.037943274	-0.012727976	-0.029917117	0.049569063	0.020443011	-0.013124907	-0.030877369	-0.0033680606	-0.08625846
0.13984372	-0.13907497	-0.08563229	-0.0140315555	0.10313007	0.046749678	-0.08291949	0.12796621	0.04581359	-0.0808042	0.03998255	0.018670408	0.03369199	-0.11071153	-0.059350524	-0.056908026
0.00945777	-0.106581405	-0.015102981	0.05997461	0.042341907	-0.020770177	-0.0772768	0.019971443	0.05759802	-0.09513662	0.04254241	-0.0031341892	0.03851401	-0.015158279	-0.04247071	-0.045682907
-0.0119932145	0.030412626	-0.030611075	-0.022683425	-0.020634547	-0.078264065	-0.054125458	-0.033283778	0.007273089	0.008792027	-0.039992437	-0.031645596	0.008095403	0.025039598	0.03472322	0.04719304
